consumer_module	heavy_class	heavy_artifact	artifact_scope	entry_from	chain
sw-bootstrap	PDFBox	org.apache.pdfbox:fontbox:jar:3.0.4	compile	org.apache.pdfbox:pdfbox:jar:3.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.pdfbox:pdfbox:jar:3.0.4 > org.apache.pdfbox:fontbox:jar:3.0.4
sw-bootstrap	PDFBox	org.apache.pdfbox:jbig2-imageio:jar:3.0.4	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-image-module:jar:3.1.0 > org.apache.pdfbox:jbig2-imageio:jar:3.0.4
sw-bootstrap	PDFBox	org.apache.pdfbox:jempbox:jar:1.8.17	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-pdf-module:jar:3.1.0 > org.apache.pdfbox:jempbox:jar:1.8.17
sw-bootstrap	PDFBox	org.apache.pdfbox:pdfbox-io:jar:3.0.4	compile	org.apache.pdfbox:pdfbox:jar:3.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.pdfbox:pdfbox:jar:3.0.4 > org.apache.pdfbox:pdfbox-io:jar:3.0.4
sw-bootstrap	PDFBox	org.apache.pdfbox:pdfbox-tools:jar:3.0.4	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-pdf-module:jar:3.1.0 > org.apache.pdfbox:pdfbox-tools:jar:3.0.4
sw-bootstrap	PDFBox	org.apache.pdfbox:pdfbox:jar:3.0.4	compile	org.apache.pdfbox:pdfbox:jar:3.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.pdfbox:pdfbox:jar:3.0.4
sw-bootstrap	PDFBox	org.apache.pdfbox:xmpbox:jar:3.0.4	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-xmp-commons:jar:3.1.0 > org.apache.pdfbox:xmpbox:jar:3.0.4
sw-bootstrap	pgvector	com.pgvector:pgvector:jar:0.1.6	compile	com.pgvector:pgvector:jar:0.1.6	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > com.pgvector:pgvector:jar:0.1.6
sw-bootstrap	pgvector	org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4
sw-bootstrap	pgvector	org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4
sw-bootstrap	pgvector	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-chat-memory:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-chat-memory:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-chat-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-chat-observation:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-embedding-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-embedding-observation:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-image-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-image-observation:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-ollama:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-ollama:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-tool:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-tool:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-retry:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-retry:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-vector-store-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-observation:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-client-chat:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4 > org.springframework.ai:spring-ai-client-chat:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-commons:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-model:jar:1.0.4 > org.springframework.ai:spring-ai-commons:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-model:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-model:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-ollama:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4 > org.springframework.ai:spring-ai-ollama:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-openai:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-openai:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-retry:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-retry:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-template-st:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-model:jar:1.0.4 > org.springframework.ai:spring-ai-template-st:jar:1.0.4
sw-bootstrap	SpringAI	org.springframework.ai:spring-ai-vector-store:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-observation:jar:1.0.4 > org.springframework.ai:spring-ai-vector-store:jar:1.0.4
sw-bootstrap	LangGraph4j	org.bsc.langgraph4j:langgraph4j-core:jar:1.5.14	compile	org.bsc.langgraph4j:langgraph4j-core:jar:1.5.14	com.sw.ck:sw-basic-agent:jar:0.1.0:compile > org.bsc.langgraph4j:langgraph4j-core:jar:1.5.14
sw-bootstrap	fastjson2	com.alibaba.fastjson2:fastjson2:jar:2.0.53	compile	com.alibaba.fastjson2:fastjson2:jar:2.0.53	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > com.alibaba.fastjson2:fastjson2:jar:2.0.53
sw-bootstrap	jsoup	org.jsoup:jsoup:jar:1.19.1	compile	org.jsoup:jsoup:jar:1.19.1	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.jsoup:jsoup:jar:1.19.1
