consumer_module	heavy_class	heavy_artifact	artifact_scope	entry_from	chain
sw-basic-agent	Tika	org.apache.tika:tika-parser-text-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-text-module:jar:3.1.0
sw-basic-agent	Tika	org.apache.tika:tika-parser-webarchive-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-webarchive-module:jar:3.1.0
sw-basic-agent	Tika	org.apache.tika:tika-parser-xml-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-xml-module:jar:3.1.0
sw-basic-agent	Tika	org.apache.tika:tika-parser-xmp-commons:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-xmp-commons:jar:3.1.0
sw-basic-agent	Tika	org.apache.tika:tika-parser-zip-commons:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-apple-module:jar:3.1.0 > org.apache.tika:tika-parser-zip-commons:jar:3.1.0
sw-basic-agent	Tika	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0
sw-basic-agent	PDFBox	org.apache.pdfbox:fontbox:jar:3.0.4	compile	org.apache.pdfbox:pdfbox:jar:3.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.pdfbox:pdfbox:jar:3.0.4 > org.apache.pdfbox:fontbox:jar:3.0.4
sw-basic-agent	PDFBox	org.apache.pdfbox:jbig2-imageio:jar:3.0.4	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-image-module:jar:3.1.0 > org.apache.pdfbox:jbig2-imageio:jar:3.0.4
sw-basic-agent	PDFBox	org.apache.pdfbox:jempbox:jar:1.8.17	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-pdf-module:jar:3.1.0 > org.apache.pdfbox:jempbox:jar:1.8.17
sw-basic-agent	PDFBox	org.apache.pdfbox:pdfbox-io:jar:3.0.4	compile	org.apache.pdfbox:pdfbox:jar:3.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.pdfbox:pdfbox:jar:3.0.4 > org.apache.pdfbox:pdfbox-io:jar:3.0.4
sw-basic-agent	PDFBox	org.apache.pdfbox:pdfbox-tools:jar:3.0.4	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-pdf-module:jar:3.1.0 > org.apache.pdfbox:pdfbox-tools:jar:3.0.4
sw-basic-agent	PDFBox	org.apache.pdfbox:pdfbox:jar:3.0.4	compile	org.apache.pdfbox:pdfbox:jar:3.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.pdfbox:pdfbox:jar:3.0.4
sw-basic-agent	PDFBox	org.apache.pdfbox:xmpbox:jar:3.0.4	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-xmp-commons:jar:3.1.0 > org.apache.pdfbox:xmpbox:jar:3.0.4
sw-basic-agent	pgvector	com.pgvector:pgvector:jar:0.1.6	compile	com.pgvector:pgvector:jar:0.1.6	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > com.pgvector:pgvector:jar:0.1.6
sw-basic-agent	pgvector	org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4
sw-basic-agent	pgvector	org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4
sw-basic-agent	pgvector	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-chat-memory:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-chat-memory:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-chat-memory:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-chat-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-chat-observation:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-embedding-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-embedding-observation:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-image-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-image-observation:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-ollama:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-ollama:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-ollama:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-model-tool:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-model-tool:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-retry:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-openai:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-retry:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-vector-store-observation:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-observation:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-pgvector:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-client-chat:jar:1.0.4	compile	org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-autoconfigure-model-chat-client:jar:1.0.4 > org.springframework.ai:spring-ai-client-chat:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-commons:jar:1.0.4	compile	org.springframework.ai:spring-ai-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-model:jar:1.0.4 > org.springframework.ai:spring-ai-commons:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-model:jar:1.0.4	compile	org.springframework.ai:spring-ai-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-model:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-ollama:jar:1.0.4	compile	org.springframework.ai:spring-ai-ollama:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-ollama:jar:1.0.4:compile > org.springframework.ai:spring-ai-ollama:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-openai:jar:1.0.4	compile	org.springframework.ai:spring-ai-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-openai:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-pgvector-store:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-retry:jar:1.0.4	compile	org.springframework.ai:spring-ai-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-retry:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-template-st:jar:1.0.4	compile	org.springframework.ai:spring-ai-openai:jar:1.0.4	org.springframework.ai:spring-ai-starter-model-openai:jar:1.0.4:compile > org.springframework.ai:spring-ai-openai:jar:1.0.4 > org.springframework.ai:spring-ai-model:jar:1.0.4 > org.springframework.ai:spring-ai-template-st:jar:1.0.4
sw-basic-agent	SpringAI	org.springframework.ai:spring-ai-vector-store:jar:1.0.4	compile	org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.springframework.ai:spring-ai-starter-vector-store-pgvector:jar:1.0.4 > org.springframework.ai:spring-ai-autoconfigure-vector-store-observation:jar:1.0.4 > org.springframework.ai:spring-ai-vector-store:jar:1.0.4
sw-basic-agent	jsoup	org.jsoup:jsoup:jar:1.19.1	compile	org.jsoup:jsoup:jar:1.19.1	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.jsoup:jsoup:jar:1.19.1
sw-bootstrap	MQTT/Paho	org.eclipse.paho:org.eclipse.paho.client.mqttv3:jar:1.2.5	compile	org.springframework.integration:spring-integration-mqtt:jar:6.4.3	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.springframework.integration:spring-integration-mqtt:jar:6.4.3 > org.eclipse.paho:org.eclipse.paho.client.mqttv3:jar:1.2.5
sw-bootstrap	MQTT/Paho	org.eclipse.paho:org.eclipse.paho.mqttv5.client:jar:1.2.5	compile	org.eclipse.paho:org.eclipse.paho.mqttv5.client:jar:1.2.5	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.eclipse.paho:org.eclipse.paho.mqttv5.client:jar:1.2.5
sw-bootstrap	MQTT/Paho	org.springframework.integration:spring-integration-mqtt:jar:6.4.3	compile	org.springframework.integration:spring-integration-mqtt:jar:6.4.3	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.springframework.integration:spring-integration-mqtt:jar:6.4.3
sw-bootstrap	GraalJS	org.graalvm.js:js-community:pom:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1
sw-bootstrap	GraalJS	org.graalvm.js:js-language:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.js:js-language:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.polyglot:js-community:pom:24.1.1	compile	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1
sw-bootstrap	GraalJS	org.graalvm.polyglot:polyglot:jar:24.1.1	compile	org.graalvm.polyglot:polyglot:jar:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:polyglot:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.regex:regex:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.js:js-language:jar:24.1.1 > org.graalvm.regex:regex:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.sdk:collections:jar:24.1.1	compile	org.graalvm.polyglot:polyglot:jar:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:polyglot:jar:24.1.1 > org.graalvm.sdk:collections:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.sdk:jniutils:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.truffle:truffle-runtime:jar:24.1.1 > org.graalvm.sdk:jniutils:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.sdk:nativeimage:jar:24.1.1	compile	org.graalvm.polyglot:polyglot:jar:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:polyglot:jar:24.1.1 > org.graalvm.sdk:nativeimage:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.sdk:word:jar:24.1.1	compile	org.graalvm.polyglot:polyglot:jar:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:polyglot:jar:24.1.1 > org.graalvm.sdk:nativeimage:jar:24.1.1 > org.graalvm.sdk:word:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.shadowed:icu4j:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.js:js-language:jar:24.1.1 > org.graalvm.shadowed:icu4j:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.truffle:truffle-api:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.js:js-language:jar:24.1.1 > org.graalvm.truffle:truffle-api:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.truffle:truffle-compiler:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.truffle:truffle-runtime:jar:24.1.1 > org.graalvm.truffle:truffle-compiler:jar:24.1.1
sw-bootstrap	GraalJS	org.graalvm.truffle:truffle-runtime:jar:24.1.1	runtime	org.graalvm.polyglot:js-community:pom:24.1.1	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > org.graalvm.polyglot:js-community:pom:24.1.1 > org.graalvm.js:js-community:pom:24.1.1 > org.graalvm.truffle:truffle-runtime:jar:24.1.1
sw-bootstrap	TencentSDK	com.tencentcloudapi:tencentcloud-sdk-java-common:jar:3.1.1235	compile	com.tencentcloudapi:tencentcloud-sdk-java-iotexplorer:jar:3.1.1235	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > com.tencentcloudapi:tencentcloud-sdk-java-iotexplorer:jar:3.1.1235 > com.tencentcloudapi:tencentcloud-sdk-java-common:jar:3.1.1235
sw-bootstrap	TencentSDK	com.tencentcloudapi:tencentcloud-sdk-java-iotexplorer:jar:3.1.1235	compile	com.tencentcloudapi:tencentcloud-sdk-java-iotexplorer:jar:3.1.1235	com.sw.ck:sw-basic-iot:jar:0.1.0:compile > com.tencentcloudapi:tencentcloud-sdk-java-iotexplorer:jar:3.1.1235
sw-bootstrap	TencentSDK	com.tencentcloudapi:tencentcloud-sdk-java-kms:jar:3.1.213	compile	com.qcloud:cos_api:jar:5.6.227	com.sw.ck:sw-basic-storage-biz:jar:0.1.0:compile > com.qcloud:cos_api:jar:5.6.227 > com.tencentcloudapi:tencentcloud-sdk-java-kms:jar:3.1.213
sw-bootstrap	Tika	org.apache.tika:tika-core:jar:3.1.0	compile	org.apache.tika:tika-core:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-core:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-apple-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-apple-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-audiovideo-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-audiovideo-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-cad-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-cad-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-code-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-code-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-crypto-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-crypto-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-digest-commons:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-digest-commons:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-font-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-font-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-html-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-html-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-image-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-image-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-mail-commons:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-mail-module:jar:3.1.0 > org.apache.tika:tika-parser-mail-commons:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-mail-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-mail-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-microsoft-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-microsoft-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-miscoffice-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-miscoffice-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-news-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-news-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-ocr-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-ocr-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-pdf-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-pdf-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-pkg-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-pkg-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-text-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-text-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-webarchive-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-webarchive-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-xml-module:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-xml-module:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-xmp-commons:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-xmp-commons:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parser-zip-commons:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0 > org.apache.tika:tika-parser-apple-module:jar:3.1.0 > org.apache.tika:tika-parser-zip-commons:jar:3.1.0
sw-bootstrap	Tika	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	compile	org.apache.tika:tika-parsers-standard-package:jar:3.1.0	com.sw.ck:sw-basic-knowledge:jar:0.1.0:compile > org.apache.tika:tika-parsers-standard-package:jar:3.1.0
